"","OBJECTID","CMM","CM","TYPE_","NIVEAU","GISEMENT","TRANCHE","ZONE_","RAPPORT_MIN","MINR_PASSANT","X","Y","Z","PT","PP","BPL_B","RP","CO2_B","CAO_B","SIO2_B","FE2O3_B","AL2O3_B","F_B","CORG_B","NA2O_B","K2O_B","MGO_B","CD_B","U_B","AS_B","V_B","ZN_B","TI_B","TR_B","SR_B","CL_B","Mo_B","Cr_B","SIO2_L","MGO_L","CD_L","CO2_L","SO3_B","AS_L","CL_L","SIO2R_B","Th_B","ORDRE","OBS"
"125",125,"CMM1846","CM1846","GEOCHIMIE","NIA1","G1","T1","","0","0","383496,5375","255260,0375","627,325","0,6325","0,6325","13,8","84,5595","24,15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,8175","0","0","0","0","0","0","0","64,4","0"
"126",126,"CMM1848","CM1848","GEOCHIMIE","NIA1","G1","T3","","0","0","369611,3225","263239,577","632,04","0,2875","0,2875","23","72,013","21,3325","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,818","0","0","0","0","0","0","0","64,4","0"
"127",127,"CMM1843","CM1843","GEOCHIMIE","NIA2","G1","T3","","0","0","378771,4635","263227,9505","657,823","0,46","0,46","19,044","92,046","24,15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,6335","0","0","0","0","0","0","0","65,55","0"
"128",128,"CMM1844","CM1844","GEOCHIMIE","NIA2","G1","T2","","0","0","388739,33","262653,905","661,1925","0,115","0,115","39,4335","72,795","12,88","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,8625","0","0","0","0","0","0","0","65,55","0"
"129",129,"CMM1845","CM1845","GEOCHIMIE","NIA2","G1","T4","","0","0","367276,7995","259261,612","628,0955","0,2875","0,2875","15,8355","72,887","12,466","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,2775","0","0","0","0","0","0","0","65,55","0"
"130",130,"CMM1846","CM1846","GEOCHIMIE","NIA2","G1","T1","","0","0","383496,5375","255260,0375","627,325","0,345","0,345","20,3665","97,7155","14,49","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65,55","0"
"131",131,"CMM1848","CM1848","GEOCHIMIE","NIA2","G1","T3","","0","0","369611,3225","263239,577","632,04","0,345","0,345","23,7935","88,159","20,125","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,6225","0","0","0","0","0","0","0","65,55","0"
"133",133,"CMM1844","CM1844","GEOCHIMIE","NIB","G1","T2","","0","0","388739,33","262653,905","661,1925","0,69","0,69","44,367","61,0075","15,9045","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,529","0","0","0","0","0","0","0","67,85","0"
"135",135,"CMM1846","CM1846","GEOCHIMIE","NIB","G1","T1","","0","0","383496,5375","255260,0375","627,325","0,4025","0,4025","48,645","52,6585","15,525","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,5865","0","0","0","0","0","0","0","67,85","0"
"136",136,"CMM1848","CM1848","GEOCHIMIE","NIB","G1","T3","","0","0","369611,3225","263239,577","632,04","0,345","0,345","43,9645","87,2045","15,6975","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,0465","0","0","0","0","0","0","0","67,85","0"
"140",140,"CMM1843","CM1843","GEOCHIMIE","SA","G1","T3","","0","0","378771,4635","263227,9505","657,823","0,1725","0,1725","59,708","82,202","16,1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,6555","0","0","0","0","0","0","0","4,6","0"
"141",141,"CMM1846","CM1846","GEOCHIMIE","SA","G1","T1","","0","0","383496,5375","255260,0375","627,325","0,7475","0,6325","63,5835","79,3845","12,2935","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4,6","0"
"142",142,"CMM1848","CM1848","GEOCHIMIE","SA","G1","T3","","0","0","369611,3225","263239,577","632,04","0,805","0,7245","73,5885","87,354","8,441","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4,9105","0","0","0","0","0","0","0","4,6","0"
"143",143,"CMM989","CM1626","GEOCHIMIE","SB","G1","T1","","0","0","352787,9495","263814,1515","640,1015","0,6325","0,6325","81,742","99,222","5,6695","39,928","1,6675","0,138","0,3335","4,7035","0","0","0","0,4945","5,75","270,25","12,65","407,1","239,2","0","0","1235,1","0","0","0","0","0,414","0","0","0","0","0","0","0","3,45","0"
"144",144,"CMM992","CM1629","GEOCHIMIE","SB","G1","T2","","0","0","367192,056","256103,643","603,06","0,7475","0,7475","83,95","109,9285","5,6005","60,26","1,0005","0,161","0,3105","4,6","0","0","0","0,4485","16,1","161","8,05","312,8","404,8","0","0","1286,85","0","0","0","0","0,322","0","0","0","0","0","0","0","3,45","0"
"145",145,"CMM995","CM1632","GEOCHIMIE","SB","G1","T2","","0","0","396823,4965","263700,9915","688,413","1,035","0,575","79,7295","107,387","5,5085","62,5715","1,725","0,2875","0,4485","4,807","0","0","0","0,4715","13,8","209,3","13,8","542,8","150,65","0","0","1289,15","0","0","0","0","0,414","0","0","0","0","0","0","0","3,45","0"
"146",146,"CMM1846","CM1846","GEOCHIMIE","SB","G1","T1","","0","0","383496,5375","255260,0375","627,325","1,61","1,61","79,7295","95,565","6,647","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,644","0","0","0","0","0","0","0","3,45","0"
"148",148,"CMM206","CM845","GEOCHIMIE","C0","G2","T2","Zone1","0","0","403362,5","267296,869","690,6325","0,69","0,69","54,7975","85,0885","14,8925","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,46","0","0","0","0","0","0","0","8,05","0"
"149",149,"CMM208","CM847","GEOCHIMIE","C0","G2","T1","Zone1","0","0","406237,5","266300,9345","655,2815","0,575","0,575","52,9","69,5405","15,6975","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,4255","0","0","0","0","0","0","0","8,05","0"
"150",150,"CMM222","CM861","GEOCHIMIE","C0","G2","T1","Zone1","0","0","410846,7","264298,6465","617,1245","1,0925","0,6325","72,22","94,806","4,4275","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,3565","0","0","0","0","0","0","0","8,05","0"
"151",151,"CMM239","CM878","GEOCHIMIE","C0","G2","T1","Zone2","0","0","423487,2815","262299,567","589,789","1,035","1,035","66,93","89,9415","10,6835","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,1955","0","0","0","0","0","0","0","8,05","0"
"152",152,"CMM241","CM880","GEOCHIMIE","C0","G2","T1","Zone2","0","0","418887,5","262317,1965","604,624","0,69","0,69","66,3665","95,6225","7,452","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,3565","0","0","0","0","0","0","0","8,05","0"
"154",154,"CMM244","CM883","GEOCHIMIE","C0","G2","T1","Zone2","0","0","409655,4495","262293,127","603,129","0,4025","0,4025","81,42","100,809","6,8425","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,3565","0","0","0","0","0","0","0","8,05","0"
"155",155,"CMM433","CM1071","GEOCHIMIE","C0","G2","T1","Zone3","0","0","424062,5","262317,231","588,087","1,2075","0,7475","67,919","91,3445","7,9695","54,142","11,73","0,483","0,966","3,7835","0","0","0","0,437","20,7","120,75","14,95","231,15","265,65","0","0","726,8","0","0","0","0","0,207","0","0","0","0","0","0","0","8,05","0"
"156",156,"CMM1121","CM41","GEOCHIMIE","C0","G2","T1","Zone2","0","0","423517,4","258614,3","549,355","1,955","1,955","62,744","92,345","10,833","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,322","0","0","0","0","0","0","0","8,05","0"
"157",157,"CMM1123","CM43","GEOCHIMIE","C0","G2","T1","Zone2","0","0","424413,25","260120,8","569,3075","0,4025","0,4025","63,894","92,207","11,477","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,437","0","0","0","0","0","0","0","8,05","0"
"160",160,"CMM1517","CM401","GEOCHIMIE","C0","G2","T1","Zone1","0","0","404957,1935","264329,57","645,6445","0,7475","0,7475","62,9165","98,279","13,225","58,2015","6,8885","0,2185","0,5405","3,6685","0","0","0","0,506","24,15","105,8","9,2","120,75","216,2","0","0","733,7","0","0","0","0","0,3335","0","0","0","0","0","0","0","8,05","0"
"161",161,"CMM1518","CM402","GEOCHIMIE","C0","G2","T3","Zone1","0","0","414330,05","264264,48","629,8665","0,46","0,46","56,9595","74,543","14,076","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,506","0","0","0","0","0","0","0","8,05","0"
"162",162,"CMM1526","CM410","GEOCHIMIE","C0","G2","T3","Zone2","0","0","413114,6035","258288,85","611,961","1,38","1,38","64,952","90,367","9,775","53,4405","12,6845","0,2415","0,598","3,749","0","0","0","0,4715","18,4","117,3","6,9","126,5","262,2","0","0","813,05","0","0","0","0","0,299","0","0","0","0","0","0","0","8,05","0"
"163",163,"CMM1529","CM411","GEOCHIMIE","C0","G2","T2","Zone2","0","0","402708,0465","256378,5965","537,3145","1,3225","1,3225","66,2515","93,771","11,9485","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,713","0","0","0","0","0","0","0","8,05","0"
"164",164,"CMM1530","CM412","GEOCHIMIE","C0","G2","T2","Zone2","0","0","409625,5035","256256,57","530,9665","1,265","1,265","61,502","89,723","14,329","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,9545","0","0","0","0","0","0","0","8,05","0"
"166",166,"CMM1724","CM590","GEOCHIMIE","C0","G2","T3","Zone2","0","0","427014,941","258212,053","547,101","0,69","0,69","67,298","64,7335","10,465","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,299","0","0","0","0","0","0","0","8,05","0"
"170",170,"CMM209","CM848","GEOCHIMIE","C0P","G2","T1","Zone1","0","0","403937,5","266300,9345","668,449","1,0925","1,0925","30,9005","84,847","29,785","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12,65","0"
"172",172,"CMM217","CM856","GEOCHIMIE","C0P","G2","T3","Zone1","0","0","422337,5","264309,0655","629,7515","0,8625","0,23","66,5965","98,003","7,245","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12,65","0"
"174",174,"CMM222","CM861","GEOCHIMIE","C0P","G2","T1","Zone1","0","0","410846,7","264298,6465","617,1245","1,5525","0,5405","76,682","93,5295","4,531","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,2645","0","0","0","0","0","0","0","12,65","0"
"175",175,"CMM224","CM863","GEOCHIMIE","C0P","G2","T1","Zone1","0","0","406237,5","264309,0655","638,0315","0,805","0,805","55,844","100,257","16,33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12,65","0"
"176",176,"CMM229","CM868","GEOCHIMIE","C0P","G2","T1","Zone1","0","0","410262,5","263313,131","610,2935","0,805","0,575","67,0335","96,83","6,486","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12,65","0"
"177",177,"CMM230","CM869","GEOCHIMIE","C0P","G2","T2","Zone1","0","0","412562,5","263313,131","613,9045","0,805","0,23","73,4275","86,2615","10,0625","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12,65","0"
"178",178,"CMM231","CM870","GEOCHIMIE","C0P","G2","T3","Zone1","0","0","414862,891","263002,4815","623,0125","0,805","0,23","69,92","83,444","10,465","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12,65","0"
"179",179,"CMM232","CM871","GEOCHIMIE","C0P","G2","T1","Zone1","0","0","417184,8215","263362,3625","626,727","0,7475","0,092","56,097","82,5355","15,617","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12,65","0"
"180",180,"CMM233","CM872","GEOCHIMIE","C0P","G2","T1","Zone1","0","0","419462,5","263313,131","617,228","0,92","0,46","61,801","90,3785","14,9845","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12,65","0"
"181",181,"CMM235","CM874","GEOCHIMIE","C0P","G2","T3","Zone1","0","0","421762,5","263313,131","605,498","0,9775","0,345","71,1965","95,933","6,44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12,65","0"
"183",183,"CMM241","CM880","GEOCHIMIE","C0P","G2","T1","Zone2","0","0","418887,5","262317,1965","604,624","0,69","0,345","68,632","87,3425","4,6805","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,575","0","0","0","0","0","0","0","12,65","0"
"185",185,"CMM243","CM882","GEOCHIMIE","C0P","G2","T3","Zone2","0","0","413137,5","262317,1965","609,7415","1,2075","0,7475","54,165","75,164","19,0095","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,5065","0","0","0","0","0","0","0","12,65","0"
"186",186,"CMM244","CM883","GEOCHIMIE","C0P","G2","T1","Zone2","0","0","409655,4495","262293,127","603,129","0,9775","0,6325","72,6455","92,253","10,396","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,4255","0","0","0","0","0","0","0","12,65","0"
"190",190,"CMM1121","CM41","GEOCHIMIE","C0P","G2","T1","Zone2","0","0","423517,4","258614,3","549,355","1,0925","0,5405","76,7625","89,493","4,8185","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,3105","0","0","0","0","0","0","0","12,65","0"
"191",191,"CMM1122","CM42","GEOCHIMIE","C0P","G2","T3","Zone2","0","0","423711,75","256295,9","521,755","1,84","1,84","73,83","83,076","3,3925","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,2645","0","0","0","0","0","0","0","12,65","0"
"192",192,"CMM1123","CM43","GEOCHIMIE","C0P","G2","T1","Zone2","0","0","424413,25","260120,8","569,3075","1,3225","0,4025","68,0455","94,875","10,0625","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,299","0","0","0","0","0","0","0","12,65","0"
"193",193,"CMM1124","CM44","GEOCHIMIE","C0P","G2","T1","Zone2","0","0","425169,95","258377,4","554,185","1,38","0,92","56,948","84,2835","14,743","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,5635","0","0","0","0","0","0","0","12,65","0"
"194",194,"CMM1125","CM45","GEOCHIMIE","C0P","G2","T1","Zone2","0","0","425818,55","260350,8","564,9605","1,0925","0,483","68,287","73,623","8,257","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,575","0","0","0","0","0","0","0","12,65","0"
"195",195,"CMM1126","CM46","GEOCHIMIE","C0P","G2","T2","Zone3","0","0","427276,75","261521,5","575,667","1,265","0,805","53,061","85,3185","12,7075","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,4025","0","0","0","0","0","0","0","12,65","0"
"196",196,"CMM1263","CM181","GEOCHIMIE","C0P","G2","T1","Zone3","0","0","424440,85","263922,7","614,8475","0,9775","0,6325","68,3445","91,7585","7,36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,322","0","0","0","0","0","0","0","12,65","0"
"198",198,"CMM1518","CM402","GEOCHIMIE","C0P","G2","T3","Zone1","0","0","414330,05","264264,48","629,8665","1,15","0,805","49,634","80,546","9,2575","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,817","0","0","0","0","0","0","0","12,65","0"
"199",199,"CMM1524","CM408","GEOCHIMIE","C0P","G2","T1","Zone2","0","0","407373,8035","260275,0035","586,454","0,92","0,345","67,62","81,489","10,879","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,6325","0","0","0","0","0","0","0","12,65","0"
"200",200,"CMM1526","CM410","GEOCHIMIE","C0P","G2","T3","Zone2","0","0","413114,6035","258288,85","611,961","0,7475","0,7475","55,0045","82,708","14,237","51,0715","11,592","0,3335","0,943","3,197","0","0","0","3,197","23","104,466","7,0725","135,7","269,3645","0","0","720,4175","0","0","0","0","1,0465","0","0","0","0","0","0","0","12,65","0"
"201",201,"CMM1529","CM411","GEOCHIMIE","C0P","G2","T2","Zone2","0","0","402708,0465","256378,5965","537,3145","1,0925","0,9775","54,6135","82,156","17,204","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,035","0","0","0","0","0","0","0","12,65","0"
"202",202,"CMM1530","CM412","GEOCHIMIE","C0P","G2","T2","Zone2","0","0","409625,5035","256256,57","530,9665","1,6675","1,0925","44,0565","50,9335","19,8835","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7,0035","0","0","0","0","0","0","0","12,65","0"
"204",204,"CMM1724","CM590","GEOCHIMIE","C0P","G2","T3","Zone2","0","0","427014,941","258212,053","547,101","1,265","0,9775","48,7715","71,553","19,3085","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,552","0","0","0","0","0","0","0","12,65","0"
"205",205,"CMM1829","CM1829","GEOCHIMIE","C0P","G2","T1","Zone3","0","0","425972,1785","262191,5245","585,028","1,15","0,5175","71,3345","76,7855","6,0375","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12,65","0"
"206",206,"CMM1830","CM1830","GEOCHIMIE","C0P","G2","T2","Zone2","0","0","423183,394","261019,525","571,5845","0,9775","0,7475","54,2915","88,9295","14,7085","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12,65","0"
"207",207,"CMM206","CM845","GEOCHIMIE","C1I","G2","T2","Zone1","0","0","403362,5","267296,869","690,6325","1,955","1,955","79,6835","101,1885","4,991","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,322","0","0","0","0","0","0","0","18,4","0"
"210",210,"CMM209","CM848","GEOCHIMIE","C1I","G2","T1","Zone1","0","0","403937,5","266300,9345","668,449","1,265","1,265","81,6155","107,7665","5,1175","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18,4","0"
"211",211,"CMM210","CM849","GEOCHIMIE","C1I","G2","T1","Zone1","0","0","407962,5","265305","644,253","2,875","2,76","75,4745","100,28","7,475","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18,4","0"
"212",212,"CMM211","CM850","GEOCHIMIE","C1I","G2","T1","Zone1","0","0","409112,5","265305","638,48","3,335","3,335","73,8875","101,246","7,659","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18,4","0"
"213",213,"CMM217","CM856","GEOCHIMIE","C1I","G2","T3","Zone1","0","0","422337,5","264309,0655","629,7515","1,38","1,38","83,076","105,156","4,83","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18,4","0"
"214",214,"CMM219","CM858","GEOCHIMIE","C1I","G2","T1","Zone1","0","0","417737,5","264309,0655","643,264","2,645","2,645","78,8325","102,879","5,727","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18,4","0"
"216",216,"CMM221","CM860","GEOCHIMIE","C1I","G2","T2","Zone1","0","0","413123,8035","264298,3245","624,5765","2,76","2,3575","74,244","98,808","8,0155","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18,4","0"
